model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,run,overall_bias
qwen2.5:3b-instruct,29139609,-0.8,-0.7,-0.6,0.0,1.0,"The article predominantly discusses the recruitment and use of minors in sabotage operations by Russia, presenting a left-leaning perspective on the issue.",3,-0.525
qwen2.5:3b-instruct,29132309,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on the personal experiences of Nahed and Adèle, highlighting their resilience in the face of violence during the Gaza conflict. The framing is critical towards both sides involved in the conflict.",3,-0.4375
qwen2.5:3b-instruct,29139514,0.0,0.0,0.0,0.0,0.8,"The article discusses a Swiss alarm system test and its implementation, showing no clear political bias.",3,0.0
qwen2.5:3b-instruct,29138377,-0.8,-0.9,-0.75,-0.6,1.0,"The article heavily focuses on high-profile political and social figures associated with Jeffrey Epstein, presenting their interactions in a negative light, which is clearly left-leaning.",3,-0.7625000000000001
qwen2.5:3b-instruct,29137477,0.0,-0.3,-0.1,0.0,0.85,"The article covers a variety of topics ranging from medical innovations to environmental solutions, and does not show any clear left or right-leaning bias in its subject selection or framing. The treatment bias is slightly negative towards the right side, likely due to the mention of an EPFL program that adopts animals from laboratories.",3,-0.1
qwen2.5:3b-instruct,29139808,-0.2,-0.4,-0.3,0.0,0.85,"The article focuses on a technological advancement in graffiti research, with no clear political bias evident in the content.",3,-0.22500000000000003
gemma3:4b,29134931,0.2,0.3,0.1,0.0,0.8,"The article primarily focuses on a natural disaster and its consequences, presenting a factual account. There's a slight leaning towards highlighting the government's response and the potential for long-term issues related to compensation, suggesting a cautious perspective. The inclusion of quotes from a resident and a geologist adds credibility.",3,0.15
gemma3:4b,29138341,0.1,0.2,0.3,0.2,0.8,"The article focuses on a specific incident (an unspecified fire) and the subsequent financial support provided by the Swiss government. It presents a neutral account of the situation, highlighting both the challenges (delays, limited coverage) and the solutions (a new financial aid program). The inclusion of multiple perspectives, including those of victims and government officials, contributes to a balanced narrative.",3,0.2
gemma3:4b,29137551,0.2,0.3,0.1,0.0,0.7,"The article focuses on Swiss diplomatic efforts to mediate the Ukraine conflict through the OSCE. It presents a neutral account of Cassis's meetings with Ukrainian and Russian officials, highlighting discussions about peace efforts and the OSCE's role. The piece acknowledges both the OSCE's historical significance and its current marginalization, and includes perspectives from both the Swiss and Russian sides.",3,0.15
gemma3:4b,29139880,0.2,0.3,0.1,-0.3,0.8,"The article presents information from both Ukrainian and Russian perspectives, reflecting a neutral stance on the subject matter. However, the emphasis on Russia's continued military operations and demands, coupled with the US's optimistic outlook, leans slightly towards a critical framing of the conflict. The inclusion of quotes from both sides, with a slight emphasis on Russian viewpoints, suggests a bias towards acknowledging Russia's position.",3,0.075
gemma3:4b,29130526,0.0,0.2,0.3,0.0,0.8,"This article reports on a Swiss food safety inspection regarding pesticide residue levels in various fruits and vegetables. The framing focuses on exceeding legal limits, presenting a concern about food safety. The treatment is neutral, simply reporting the findings of the inspection.",3,0.125
gemma3:4b,29136599,0.3,0.2,0.7,-0.2,0.8,"The article primarily focuses on the humanitarian crisis in Gaza and the restrictions imposed by Israel, presenting a largely sympathetic view of the Palestinian situation. It highlights the need for aid access and the suffering of civilians, while acknowledging Israeli actions. The inclusion of figures like the Ministry of Health in Gaza and the Cogat suggests a balanced, though slightly weighted, perspective.",3,0.25
gemma3:4b,29137324,0.6,0.8,0.7,0.0,0.85,"The article heavily favors the left-leaning Green Party's perspective on climate action, highlighting the benefits of the proposed initiative and criticizing the current federal government's policies. It frames the issue as a necessary shift in public spending and investment. The article primarily presents Lisa Mazzone's arguments and vision.",3,0.5249999999999999
gemma3:4b,29137930,0.0,0.1,0.0,0.0,0.8,"The article focuses on a paleontological discovery, presenting scientific findings about a fossilized vomit and the animals it contained. There is no explicit political leaning in the subject matter. The tone is neutral and informative, describing the discovery and its implications for understanding ancient ecosystems. The inclusion of a paleontologist adds a credible expert voice.",3,0.025
gemma3:4b,29125285,0.2,0.3,0.1,0.0,0.7,"The article focuses on Zurich's climate efforts and challenges, highlighting the significant impact of imported goods and air travel. It presents data on emissions and acknowledges the limitations of local regulations. The inclusion of perspectives from scientists and economists suggests a balanced approach.",3,0.15
gemma3:4b,29137608,0.0,0.3,0.2,0.0,0.8,"The article focuses on a scientific project – the deployment of autonomous underwater vehicles – with a neutral subject matter. The framing leans slightly towards highlighting the importance of oceanographic data for climate research and strategic applications.  There's a subtle emphasis on international collaboration and funding challenges, suggesting a balanced perspective.",3,0.125
gemma3:4b,29134900,-0.6,0.7,0.8,0.9,0.8,"The article heavily frames the situation in Gaza as dire, focusing on suffering and humanitarian crises. It presents a predominantly left-leaning perspective by highlighting Israeli actions and international inaction. The voices of Gaza residents, particularly Rami Abou Jamous and Layla Salma, are prominently featured, reinforcing a sympathetic narrative.",3,0.45
gemma3:4b,29133473,0.0,0.1,0.1,0.0,0.8,"The article primarily reports on a legal investigation related to a fire incident. It focuses on procedural details and the actions of various parties involved, including the municipality and security personnel. The framing is relatively neutral, presenting the facts of the investigation without strong ideological leaning.",3,0.05
gemma3:4b,29132722,0.3,0.2,0.4,0.1,0.7,"The article primarily discusses Swiss political initiatives, particularly regarding the SSR (Swiss Broadcasting Corporation) redevance, the climate fund, and the introduction of individual income taxation. It exhibits a left-leaning framing by highlighting opposition to the SSR redevance from traditional parties and emphasizing the concerns of marginalized groups regarding potential centralization and reduced regional services. The treatment is slightly favorable to the left, reflecting the article's focus on the arguments against the redevance and the support for initiatives like the climate fund and individual taxation, which are generally seen as progressive. The guests (quoted speakers) are predominantly from left-leaning parties and organizations.",3,0.25
gemma3:4b,28980688,0.1,0.2,0.3,0.4,0.8,"The article focuses on Swiss-Iraqi economic relations, presenting a generally positive outlook for investment. It highlights Swiss expertise and the Iraqi government's desire for skilled partnerships. The inclusion of perspectives from both the Swiss ambassador and an Iraqi business leader suggests a balanced, though subtly favorable, portrayal of the situation.",3,0.25
gemma3:4b,29138895,0.3,0.6,0.7,0.2,0.8,"The article primarily focuses on worker health and economic concerns, presenting a critique of current labor practices and policies. The framing emphasizes negative trends like increased illness, stagnant wages, and employer practices, leaning slightly left. The USS representatives consistently advocate for worker protections and policy changes, further reinforcing a left-leaning perspective.",3,0.44999999999999996
gemma3:4b,29137468,0.0,0.1,0.0,0.0,0.8,"The article reports on a police investigation related to a fire in Crans-Montana. It details the questioning of a firefighter, David Vocat, and draws parallels to a previous case involving the Moretti couple. The article presents factual information without explicitly taking a political stance.",3,0.025
gemma3:4b,29138628,0.6,0.4,0.3,-0.4,0.8,"The article focuses on renewable energy and energy sovereignty, reflecting a left-leaning approach to environmental policy. While acknowledging some right-leaning voices (UDC, concerns about costs), the framing emphasizes the need for ambitious goals and critiques of potential lobbying influence. The article highlights opposition from groups like Ensemble à Gauche and the UDC, suggesting a bias towards those advocating for stronger environmental action.",3,0.225
gemma3:4b,29132483,0.2,0.3,0.3,0.0,0.8,"The article focuses on Lidl's climate strategy and its ranking compared to other supermarkets, presenting a positive view of their actions. It contrasts Lidl's proactive approach with the lagging performance of Swiss supermarkets, highlighting a gap in their climate plans. The overall tone is supportive of environmentally conscious business practices.",3,0.2
gemma3:4b,29138029,0.0,0.0,0.0,0.0,0.8,"The article provides a factual update on the victims and injured from the Crans-Montana disaster, detailing hospitalizations and transfers across Switzerland and internationally. It focuses on numbers and locations without explicitly taking a political stance. The reporting is neutral in tone and does not favor any particular group or perspective.",3,0.0
gemma3:4b,29138340,0.6,0.7,0.8,-0.3,0.85,"The article primarily frames the debate around a climate fund initiative, leaning slightly towards favoring the 'no' camp due to repeated concerns about debt and the rigidity of the proposal. The text highlights opposition from various parliamentary groups and emphasizes the existing legal framework in Switzerland. Quotes from proponents are presented alongside critiques from Simone de Montmollin, reflecting a cautious approach to climate action.",3,0.4499999999999999
gemma3:4b,29139609,0.6,0.7,0.3,0.4,0.85,"The article primarily focuses on Ukrainian youth involvement in sabotage, highlighting a concerning trend. The framing emphasizes the destabilizing tactics of Russia and the potential for manipulation of young people. While quoting experts, the overall narrative leans towards a critical perspective on the situation.",3,0.5
gemma3:4b,29132309,0.2,0.3,0.4,0.1,0.8,"The article presents a personal account of the situation in Gaza through the voice of Nahed, a French teacher. It highlights moments of hope and joy interspersed with devastating events, offering a nuanced perspective on the conflict. The framing leans slightly towards empathy for the civilian population affected by the war.",3,0.25
gemma3:4b,29139514,0.0,0.0,0.0,0.0,0.9,"This article reports on a civil defense siren test in Switzerland. It focuses on the logistical aspects of the test, including equipment repair, mobile sirens, and notification delivery. There is no explicit political commentary or leaning present.",3,0.0
gemma3:4b,29138377,0.3,0.6,0.2,0.4,0.8,"The article heavily focuses on individuals connected to Jeffrey Epstein, primarily through documented relationships and financial transactions. The framing leans towards exposing potential wrongdoing and scandal, particularly regarding the royal family and prominent political figures. While the article presents information about the guests (Epstein and those connected to him), it does so in a way that highlights their involvement in potentially illicit activities, creating a predominantly negative portrayal.",3,0.375
gemma3:4b,29137477,0.0,0.1,0.0,0.0,0.8,"The article focuses on a variety of innovative and positive developments in Switzerland, including medical advancements, environmental initiatives, and social trends. There is no clear political leaning or favoring of specific viewpoints. The diverse topics and positive framing suggest a neutral stance.",3,0.025
gemma3:4b,29139808,0.0,0.1,0.0,0.0,0.8,"The article focuses on a historical archaeological project involving the deciphering of ancient graffiti. It presents the research and technological advancements used in the process in a neutral and informative manner, highlighting the discoveries and the scientific approach taken. There is no discernible political leaning or framing.",3,0.025
llama3.2:latest,29134931,-0.5,-0.2,0.1,0.0,0.8,"L'article présente une analyse objective des événements, mais les citations de la riveraine et du parquet peuvent être perçues comme un peu partiale. La protection civile est citée comme preuve, mais son objectivité peut être discutée. Le gouvernement italien est critiqué pour son manque d'action préalable.",4,-0.15
llama3.2:latest,29138341,-0.1,0.2,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Cependant, certains passages suggèrent que le dispositif LAVI pourrait être utilisé pour soutenir les familles de victimes sans distinction de parti politique.",4,0.025
llama3.2:latest,29137551,-0.5,0.2,0.1,0.0,0.8,"L'article présente un ton neutre, mais le sujet de la visite d'Ignazio Cassis en Ukraine et en Russie peut être considéré comme plus favorable à la diplomatie et aux efforts de paix que à une approche plus agressive ou nationaliste. Le langage utilisé pour décrire les discussions entre Ignazio Cassis et Sergueï Lavrov est également relativement formel et diplomatique, ce qui suggère un effort pour maintenir un ton neutre.",4,-0.049999999999999996
llama3.2:latest,29130526,-0.5,0.0,-0.2,0.0,0.8,"L'article présente un ton neutre et ne prend pas position sur le sujet, mais mentionne que la législation est stricte pour la protection de la santé. Le rapport de surveillance publié par l'OSAV indique que les échantillons dépassent la teneur maximale autorisée en résidus de pesticides dans 2,5% des denrées alimentaires suisses.",4,-0.175
llama3.2:latest,29137324,-0.5,1.0,0.8,0.0,0.9,"L'article présente une vision généralement positive de l'initiative climatique, avec des citations favorables à la gauche et une analyse détaillée des avantages du fonds climat. La tonalité est informative et objective, mais légèrement tendue vers la défense de la politique climatique actuelle.",4,0.325
llama3.2:latest,29137930,-0.05,0.0,0.0,0.0,1.0,"L'article présente une approche scientifique neutre, en se concentrant sur la découverte et les implications de l'expédition. Les citations d'Arnaud Rebillard sont également équilibrées entre des points de vue scientifiques et populaires.",4,-0.0125
llama3.2:latest,29125285,-0.5,0.2,0.1,0.0,0.8,"L'article présente une analyse objective des émissions de Zurich, en mettant en avant les efforts locaux pour réduire les émissions et les conséquences des émissions indirectes. Le ton est neutre et les citations sont issues d'experts indépendants.",4,-0.049999999999999996
llama3.2:latest,29137608,-1.0,0.0,0.0,0.0,0.8,"L'article présente une vision globale et neutre du programme Argo, sans faire de déclarations partiales ou tendancieuses. Cependant, il est possible que certains lecteurs puissent percevoir une légère orientation vers les aspects scientifiques et environnementaux du sujet.",4,-0.25
llama3.2:latest,29134900,-1.0,-1.0,-1.0,-1.0,0.8,"L'article présente une vision critique de la situation en Gaza, mettant en avant les défis et les souffrances des Palestiniens. Le ton est objectif et informatif, sans dénigrement ni apologie. Les citations de Rami Abou Jamous et Leyla Salma ajoutent une dimension humaine à l'analyse.",4,-1.0
llama3.2:latest,29133473,-0.5,0.2,-0.1,0.0,0.8,"L'article présente un ton neutre, mais le sujet de la procédure pénale contre les gérants du Constellation et l'ancien chargé de sécurité de Crans-Montana peut être considéré comme légèrement gauche en raison de la mention des 'manquements' et de la critique du système de contrôle. Le ton est cependant neutre, ce qui réduit le risque d'une interprétation biaisée.",4,-0.1
llama3.2:latest,29132722,-0.1,-0.3,-0.4,-0.2,0.8,"L'initiative pour réduire la redevance SSR et exonérer les entreprises du financement des médias de service public a été rejetée à courte majorité, tandis que l'initiative pour un fonds climat a également été refusée. Les partisans de la droite soutiennent ces initiatives, tandis que ceux de gauche les rejettent.",4,-0.25
llama3.2:latest,28980688,-0.1,0.3,0.2,0.5,0.8,"L'article présente une vision générale positive de l'économie irakienne et des relations entre la Suisse et l'Irak, avec des citations d'experts qui soulignent les avantages du partenariat économique. Cependant, il est important de noter que le contexte géopolitique et les défis institutionnels restent une préoccupation majeure pour les investissements étrangers.",4,0.225
llama3.2:latest,29138895,-0.1,0.2,-0.3,0.0,0.8,"L'article présente une vision générale des problèmes de santé au travail, mais ne fournit pas de critiques directes contre les politiques du gouvernement suisse. Le ton est plus critique envers les employeurs et les lois du travail, plutôt que contre le gouvernement lui-même.",4,-0.049999999999999996
llama3.2:latest,29137468,-0.2,0.1,0.0,0.0,0.8,"L'article présente un ton neutre, mais évoque légèrement plus de faits liés aux événements du 1er janvier et à la situation des époux Moretti, ce qui pourrait suggérer une légère orientation vers le droit. Le langage utilisé est formel et objectif, sans allusions évidentes à un parti politique en particulier.",4,-0.025
llama3.2:latest,29138628,-0.2,-0.1,0.05,-0.15,0.8,"La révision du texte de loi a été une affaire complexe, avec des groupes politiques ayant des opinions divergentes sur la manière de procéder. Les Vert-e-s et le Parti socialiste ont exprimé un sentiment d'inachevé à gauche, tandis que les Vert-libéraux ont accepté une loi qui n'est pas considérée comme révolutionnaire. Le groupe Ensemble à Gauche a décidé de s'abstenir en signe de protestation, tout en dénonçant les pressions des lobbys immobilier et pétrolier sur la droite.",4,-0.1
llama3.2:latest,29138029,-0.2,-0.1,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une partie politique en particulier. Cependant, il est possible que certains détails ou citations puissent être interprétés comme favorables à la gauche ou à la droite.",4,-0.07500000000000001
llama3.2:latest,29138340,-0.5,1.0,0.0,-0.25,0.8,"L'initiative pour un fonds climat est présentée comme une nécessité, mais la conseillère nationale Simone de Montmollin souligne les risques d'un endettement massif et la rigidité de la mesure. Le texte est rédigé dans un ton défensif envers l'initiative, ce qui suggère une framing bias à droite.",4,0.0625
llama3.2:latest,29139609,-1.0,-0.5,-0.2,0.0,0.8,"L'article présente une analyse critique des sabotages en Ukraine, mettant en avant les jeunes Ukrainiens impliqués dans ces actions et soulignant la manœuvre de la Russie pour semer la peur et la méfiance. L'analyse est objectivante et ne prend pas parti, mais se concentre sur les faits et les arguments présentés par les experts.",4,-0.425
llama3.2:latest,29132309,-0.5,0.2,-0.1,0.0,0.8,"Le podcast présente une perspective critique sur la guerre à Gaza, en mettant en avant les expériences personnelles de Nahed et les conséquences humaines de la violence. La narration est objective, mais le ton peut être considéré comme légèrement gauche en raison du contexte historique et des opinions exprimées par Nahed.",4,-0.1
llama3.2:latest,29138377,-1.0,-1.0,-1.0,-1.0,0.5,"L'article présente une vision globale de l'affaire Epstein, en mettant en avant les liens entre les personnalités politiques et le financier américain. Le ton est critique et dénonçant les pratiques odieuses d'Epstein. Les sources citées sont variées, allant des médias à des personnalités politiques, ce qui donne une vision équilibrée de l'affaire.",4,-1.0
llama3.2:latest,29137477,-0.2,0.1,0.05,0.0,0.8,"L'article présente une sélection de nouvelles variées et positives, avec des sujets tels que la santé, l'environnement et les animaux de compagnie. Les titres et les descriptions sont clairs et neutres, ce qui suggère un sujet-bias négatif très faible. Le ton est positif et encourageant, avec une mention de solutions innovantes pour des problèmes réels.",4,-0.0125
llama3.2:latest,29139808,-0.05,0.0,0.0,0.0,0.8,"L'article présente une approche neutre et scientifique pour analyser les graffiti, sans prendre position politique ou défendre un parti particulier. Les experts cités soulignent l'importance de la recherche et du patrimoine culturel, mais sans faire de déclarations partiales.",4,-0.0125
gemma2:latest,29134931,0.0,-0.1,0.0,0.0,0.4,The article focuses on a natural disaster and its political ramifications. There is a slight left-leaning framing due to the emphasis on government inaction and calls for prioritizing infrastructure repair over a new bridge project.,4,-0.025
gemma2:latest,29138341,0.0,0.0,0.0,0.0,0.8,The article reports on financial aid provided to victims of a fire. There is no overt political slant in the topic or coverage.,4,0.0
gemma2:latest,29137551,0.0,0.0,0.0,0.0,0.7,"The article reports on diplomatic efforts regarding the Ukraine war, focusing on Switzerland's role as OSCE president. It presents information from various sources without overt political slant.",4,0.0
gemma2:latest,29139880,0.0,-0.2,0.1,0.0,0.6,"The article presents both sides of the conflict with relatively equal weight. There is a slight negative framing bias towards Russia due to the use of terms like 'opération militaire spéciale' and 'régime de Kiev'. However, overall the article maintains a neutral tone.",4,-0.025
gemma2:latest,29130526,0.0,0.0,0.0,0.0,0.8,The article reports on food safety findings with no clear political slant. It presents factual information about pesticide residues in various fruits and vegetables.,4,0.0
gemma2:latest,29136599,-0.2,-0.3,-0.4,0.0,0.6,The article focuses on the humanitarian situation in Gaza and the limitations imposed by Israel. The framing highlights Palestinian suffering and Israeli restrictions.,4,-0.225
gemma2:latest,29137324,0.2,-0.3,-0.1,-0.4,0.6,The article focuses on a climate initiative and presents arguments in favor of it. The framing is somewhat left-leaning due to the emphasis on environmental concerns and the portrayal of economic critiques as lacking merit.,4,-0.15
gemma2:latest,29137930,0.0,0.0,0.0,0.0,0.95,The article presents a scientific discovery about fossilized vomit and its implications for understanding ancient ecosystems. There is no discernible political slant in the topic or presentation.,4,0.0
gemma2:latest,29125285,0.0,-0.1,0.0,0.0,0.6,"The article presents data on Zurich's carbon footprint, highlighting both local efforts and the impact of consumption outside the city. The tone is largely neutral, though there is a slight emphasis on the limitations of local action.",4,-0.025
gemma2:latest,29137608,0.0,0.0,0.0,0.0,0.8,The article presents factual information about the Argo program without overt political leaning.,4,0.0
gemma2:latest,29134900,-0.6,-0.8,-0.9,-0.7,0.8,The article focuses on the dire humanitarian situation in Gaza and portrays it as a result of Israeli actions. The framing is heavily critical of Israel's policies and the quoted Palestinian voices express despair and hopelessness.,4,-0.75
gemma2:latest,29133473,0.0,0.0,0.0,0.0,0.8,The article reports on a legal case with no clear political leanings. The focus is on factual reporting of events and decisions made by authorities.,4,0.0
gemma2:latest,29132722,-0.2,0.1,0.1,0.0,0.7,"The article focuses on Swiss political issues and presents polling data. While it mentions partisan stances, the framing remains largely neutral.",4,0.0
gemma2:latest,28980688,0.0,0.1,0.0,0.0,0.6,The article presents a generally neutral overview of Swiss businesses in Iraq. There is a slight right-leaning framing due to the emphasis on economic opportunity and stability.,4,0.025
gemma2:latest,29138895,-0.6,-0.8,-0.7,0.0,0.8,The article focuses on worker health issues and criticizes employer practices and government policies. The tone is critical of current economic conditions and favors increased worker protections.,4,-0.5249999999999999
gemma2:latest,29137468,0.0,0.0,0.0,0.0,0.7,The article reports on a factual event: the upcoming questioning of a fire chief in connection with a bar fire. There is no overt political slant.,4,0.0
gemma2:latest,29138628,0.0,-0.2,0.1,0.2,0.6,"The article focuses on a policy topic with left-leaning goals but presents diverse viewpoints. The framing leans slightly left due to emphasis on environmental concerns and criticism of lobbying influence. However, the treatment of different political parties is relatively balanced.",4,0.025
gemma2:latest,29132483,0.0,-0.2,0.1,0.0,0.6,"The article focuses on a sustainability ranking of supermarkets. While it highlights the positive actions of some companies, there's a slight negative framing towards Swiss supermarkets.",4,-0.025
gemma2:latest,29138029,0.0,0.0,0.0,0.0,0.8,The article reports factual information about the ongoing medical treatment of victims from the Constellation fire. There is no discernible political slant in the topic or presentation.,4,0.0
gemma2:latest,29138340,0.0,-0.2,-0.3,0.1,0.6,"The article presents both sides of the climate fund initiative. However, it gives more voice to the opposing viewpoint and frames their arguments as more logical and responsible.",4,-0.1
gemma2:latest,29139609,-0.2,0.1,0.0,0.0,0.6,"The article focuses on Russian recruitment of Ukrainian youth for sabotage, presenting both sides' perspectives. The framing leans slightly right due to the emphasis on Russia's actions and the potential threat they pose.",4,-0.025
gemma2:latest,29132309,0.0,-0.2,0.0,0.0,0.4,"The article focuses on a personal account of the Gaza conflict, potentially lending a more human and empathetic perspective. The framing highlights the suffering and resilience of civilians.",4,-0.05
gemma2:latest,29139514,0.0,0.0,0.0,0.0,0.95,The article reports on a routine test of Switzerland's siren system and the Alertswiss app. There is no discernible political slant.,4,0.0
gemma2:latest,29138377,0.0,0.1,0.0,0.0,0.6,The article presents a factual account of individuals' connections to Jeffrey Epstein. There is a slight right-leaning framing due to the emphasis on legal and financial aspects.,4,0.025
gemma2:latest,29137477,0.0,0.0,0.0,0.0,0.8,The article presents a collection of feel-good news stories with no clear political slant. The tone is neutral and informative.,4,0.0
phi3:mini,29136599,-0.5,-1.0,-0.8,-1.0,0.9,The article presents a negative view of Israel's actions and policies towards Gaza with clear left-leaning bias in its framing and treatment. The guests or sources quoted are also predominantly from the Palestinian perspective which further emphasizes this bias.,4,-0.825
phi3:mini,29137324,-0.1,-0.2,-0.3,0.0,0.95,The article leans slightly to the left with a focus on environmental concerns and climate change mitigation strategies like renewable energy investments and public transport improvements. The tone is critical of current government spending abroad for fossil fuels instead of at home.,4,-0.15000000000000002
phi3:mini,29125285,-0.5,-0.3,-0.1,0.0,0.95,The article leans slightly left due to its focus on environmental issues and criticism of Zurich's limited control over external emissions sources. The framing is also somewhat critical but not heavily biased towards either side.,4,-0.225
phi3:mini,29137608,-1.0,-0.5,0.0,0.0,0.95,The article is predominantly left-leaning due to its focus on climate change and environmental issues without any apparent right-wing bias or criticism of these concerns. The tone leans slightly more towards the scientific community's perspective rather than political ideologies.,4,-0.375
phi3:mini,29134900,-1.0,-1.0,-1.0,0.0,0.95,"The article presents a negative portrayal of the situation in Gaza and Israel's policies towards it without providing Israeli perspects or context for their actions within international law frameworks such as UN resolutions on humanitarian access to Palestine territories occupied by Israel since '67. The tone is consistently critical, with a clear left-leaning bias.",4,-0.75
phi3:mini,28980688,-0.1,-0.2,-0.3,0.0,0.95,The article seems to lean slightly left due to its focus on economic development and investments in Iraq's reconstruction post-crisis period. The tone is cautiously optimistic but acknowledges the challenges faced by foreign businesses considering entering the market.,4,-0.15000000000000002
phi3:mini,29138340,-0.1,-0.2,-0.3,0.0,0.95,The article is left-leaning as it criticizes the Swiss government's approach to climate change and questions its fiscal policies related to environmental protection.,4,-0.15000000000000002
phi3:mini,29139609,-0.5,-1.0,-0.7,0.0,0.9,The article leans towards a negative portrayal of Russia's actions and motives in Ukraine with some neutrality on the subject matter itself due to its focus on facts rather than opinions.,4,-0.55
phi3:mini,29132309,-0.5,-1.0,-0.7,-0.8,0.9,The article presents a left-leaning perspective by focusing on the negative impacts of Israeli actions in Gaza and highlighting Palestinian resilience. The tone is critical towards Israel's policies.,4,-0.75
phi3:mini,29139514,-0.1,-0.2,0.0,0.0,0.95,The article is slightly left-leaning due to its focus on public safety and the government's role in it without any clear rightist viewpoints or criticism of progressive policies. The tone appears neutral with a slight lean towards caution regarding emergency preparedness.,4,-0.07500000000000001
phi3:mini,29138377,0.0,-1.0,-1.5,-1.0,0.95,The article presents a negative framing towards both Jeffrey Epstein and Mette-Marit with clear bias in treatment of subjects; guests' political leanings are evident through their quotes.,4,-0.875
phi3:mini,29137477,-0.1,0.0,-0.2,0.0,0.85,The article appears to have a slight left-leaning bias due to its focus on social and environmental issues but maintains political neutrality in framing these topics.,4,-0.07500000000000001
phi3:mini,29139808,-0.1,-0.2,-0.3,0.0,0.95,The article appears to lean slightly left due to its focus on cultural heritage and public accessibility of the findings. The framing is subtly right-leaning with a slight emphasis on scientific methodology over historical narrative or personal stories from past visitors.,4,-0.15000000000000002
qwen2.5:3b-instruct,29134931,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on the recent disaster in Niscemi and its causes, highlighting the lack of early detection and inadequate response to geological risks. It leans left with critical comments about government inefficiency and delays in addressing the issue.",4,-0.375
qwen2.5:3b-instruct,29138341,-0.2,-0.4,-0.3,0.0,0.8,"The article discusses a social assistance program for victims and their families, highlighting both the benefits and limitations of the system.",4,-0.22500000000000003
qwen2.5:3b-instruct,29137551,-0.2,-0.4,-0.3,0.0,0.85,"The article focuses on diplomatic efforts and the role of international organizations in resolving conflicts, with a slight leaning towards a more balanced view without overtly favoring either side.",4,-0.22500000000000003
qwen2.5:3b-instruct,29139880,-0.6,-0.8,-0.7,0.0,1.0,"This article focuses on the ongoing negotiations between Ukraine and Russia, highlighting their divergent positions and Moscow's demands for troop withdrawal from certain areas.",4,-0.5249999999999999
qwen2.5:3b-instruct,29130526,0.0,0.0,0.0,0.0,0.8,The article discusses food safety regulations and pesticide residues in agricultural products without taking a political stance or favoring any particular side.,4,0.0
qwen2.5:3b-instruct,29136599,-0.5,-0.75,-0.625,0.0,1.0,"The article focuses on the limited reopening of Rafah crossing, highlighting restrictions imposed by Israel and the suffering it causes to Palestinians seeking medical care or administrative assistance.",4,-0.46875
qwen2.5:3b-instruct,29137324,-0.5,-0.75,-0.625,0.0,0.85,"The article focuses on a climate initiative proposed by Lisa Mazzone, presenting it as a solution to current skepticism and emphasizing its benefits over existing public spending. The tone is generally supportive of the initiative.",4,-0.46875
qwen2.5:3b-instruct,29137930,0.0,-0.25,0.0,0.0,0.8,The article discusses paleontological findings without taking a clear political stance or bias.,4,-0.0625
qwen2.5:3b-instruct,29125285,-0.2,-0.4,-0.3,0.0,0.85,"The article highlights the challenges of reducing emissions outside a city's borders, emphasizing that personal actions are crucial. It also mentions the significant contribution of aviation to overall emissions.",4,-0.22500000000000003
qwen2.5:3b-instruct,29137608,-0.1,-0.3,-0.2,0.0,0.85,"The article focuses on the technological advancements in oceanographic research and their impact on climate studies, with a neutral tone overall.",4,-0.15000000000000002
qwen2.5:3b-instruct,29134900,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses heavily on the negative aspects of life in Gaza, highlighting the suffering and lack of basic necessities faced by its inhabitants. It criticizes the Israeli military presence and the American-led 'Plan for Peace.'",4,-0.75
qwen2.5:3b-instruct,29133473,-0.1,-0.3,-0.4,0.0,0.85,"The article focuses on a criminal procedure case and does not present any overtly biased framing or treatment of political figures, but leans slightly towards the left with its focus on procedural aspects and public interest.",4,-0.2
qwen2.5:3b-instruct,29132722,-0.45,-0.67,-0.32,0.0,1.0,"The article predominantly discusses the political stance on various initiatives and proposals, with a clear left-leaning bias in its framing and treatment of topics.",4,-0.36000000000000004
qwen2.5:3b-instruct,28980688,-0.1,-0.2,-0.3,0.5,0.8,"The article discusses economic relations between Switzerland and Iraq, highlighting the positive aspects of Swiss business presence in Iraq while also mentioning challenges related to regional instability.",4,-0.025000000000000022
qwen2.5:3b-instruct,29138895,-0.4,-0.6,-0.7,0.0,1.0,"The article focuses on workplace health issues and worker rights, leaning left with a strong emphasis on workers' conditions and the need for reforms.",4,-0.425
qwen2.5:3b-instruct,29137468,0.0,-0.25,-0.25,0.0,0.8,"The article is neutral in its subject matter and does not favor either side of the political spectrum. The framing leans slightly towards a more investigative tone, but it remains balanced.",4,-0.125
qwen2.5:3b-instruct,29138628,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on a law aimed at reducing fossil fuel usage and promoting renewable energy, but leans towards the right due to opposition from some groups.",4,-0.375
qwen2.5:3b-instruct,29132483,-0.3,-0.5,-0.4,0.0,0.8,"The article highlights Lidl's proactive approach to climate change, positioning it as a leader in the sector. It also notes that Swiss supermarkets lag behind, with no detailed emission reduction plans published yet.",4,-0.30000000000000004
